Date,Close
15-09-2020,115.540001
16-09-2020,112.129997
17-09-2020,110.339996
18-09-2020,106.839996
21-09-2020,110.080002
22-09-2020,111.809998
23-09-2020,107.120003
24-09-2020,108.220001
25-09-2020,112.279999
28-09-2020,114.959999
29-09-2020,114.089996
30-09-2020,115.809998
01-10-2020,116.790001
02-10-2020,113.019997
05-10-2020,116.5
06-10-2020,113.160004
07-10-2020,115.080002
08-10-2020,114.970001
09-10-2020,116.970001
12-10-2020,124.400002
13-10-2020,121.099998
14-10-2020,121.190002
15-10-2020,120.709999
16-10-2020,119.019997
19-10-2020,115.980003
20-10-2020,117.510002
21-10-2020,116.870003
22-10-2020,115.75
23-10-2020,115.040001
26-10-2020,115.050003
27-10-2020,116.599998
28-10-2020,111.199997
29-10-2020,115.32
30-10-2020,108.860001
02-11-2020,108.769997
03-11-2020,110.440002
04-11-2020,114.949997
05-11-2020,119.029999
06-11-2020,118.690002
09-11-2020,116.32
10-11-2020,115.970001
11-11-2020,119.489998
12-11-2020,119.209999
13-11-2020,119.260002
16-11-2020,120.300003
17-11-2020,119.389999
18-11-2020,118.029999
19-11-2020,118.639999
20-11-2020,117.339996
23-11-2020,113.849998
24-11-2020,115.169998
25-11-2020,116.029999
27-11-2020,116.589996
30-11-2020,119.050003
01-12-2020,122.720001
02-12-2020,123.080002
03-12-2020,122.940002
04-12-2020,122.25
07-12-2020,123.75
08-12-2020,124.379997
09-12-2020,121.779999
10-12-2020,123.239998
11-12-2020,122.410004
14-12-2020,121.779999
15-12-2020,127.879997
16-12-2020,127.809998
17-12-2020,128.699997
18-12-2020,126.660004
21-12-2020,128.229996
22-12-2020,131.880005
23-12-2020,130.960007
24-12-2020,131.970001
28-12-2020,136.690002
29-12-2020,134.869995
30-12-2020,133.720001
31-12-2020,132.690002
04-01-2021,129.410004
05-01-2021,131.009995
06-01-2021,126.599998
07-01-2021,130.919998
08-01-2021,132.050003
11-01-2021,128.979996
12-01-2021,128.800003
13-01-2021,130.889999
14-01-2021,128.910004
15-01-2021,127.139999
19-01-2021,127.830002
20-01-2021,132.029999
21-01-2021,136.869995
22-01-2021,139.070007
25-01-2021,142.919998
26-01-2021,143.160004
27-01-2021,142.059998
28-01-2021,137.089996
29-01-2021,131.960007
01-02-2021,134.139999
02-02-2021,134.990005
03-02-2021,133.940002
04-02-2021,137.389999
05-02-2021,136.759995
08-02-2021,136.910004
09-02-2021,136.009995
10-02-2021,135.389999
11-02-2021,135.130005
12-02-2021,135.369995
16-02-2021,133.190002
17-02-2021,130.839996
18-02-2021,129.710007
19-02-2021,129.869995
22-02-2021,126
23-02-2021,125.860001
24-02-2021,125.349998
25-02-2021,120.989998
26-02-2021,121.260002
01-03-2021,127.790001
02-03-2021,125.120003
03-03-2021,122.059998
04-03-2021,120.129997
05-03-2021,121.419998
08-03-2021,116.360001
09-03-2021,121.089996
10-03-2021,119.980003
11-03-2021,121.959999
12-03-2021,121.029999
15-03-2021,123.989998
16-03-2021,125.57
17-03-2021,124.760002
18-03-2021,120.529999
19-03-2021,119.989998
22-03-2021,123.389999
23-03-2021,122.540001
24-03-2021,120.089996
25-03-2021,120.589996
26-03-2021,121.209999
29-03-2021,121.389999
30-03-2021,119.900002
31-03-2021,122.150002
01-04-2021,123
05-04-2021,125.900002
06-04-2021,126.209999
07-04-2021,127.900002
08-04-2021,130.360001
09-04-2021,133
12-04-2021,131.240005
13-04-2021,134.429993
14-04-2021,132.029999
15-04-2021,134.5
16-04-2021,134.160004
